context,emotion
揪 个宝子 请 喝  铁 北京 冬奥 今晚 闭幕 拼搏精神 永不 闭幕 来杯 Tims  奥运健儿    拼搏 开春 出门  运动 提高 体质   印象 最深  运动员    评论  ta  call ,-1
苏翊鸣 比赛 裁判长 承认  冠军 分打 高  国外 冠军 粉丝  吐 槽 国内 粉丝 第一天   洗  冬奥 比赛   看过    日本 选手     新 京报  垃圾 媒体  节奏 欢呼 说 认定  热 搜 第一 微博热 搜榜 占    孩子  栓子  硬 实力 夺冠 国内  参考消息  废物 媒体 默不出 声 一群 殖人换  角度 洗   说 小苏 大度  对抗 癌症  事迹 希望 改变 舆论 走向  尼玛  小苏 ins 点赞  拍  脸上   嘴    hgr ,-1
夹 总    冬奥 赚  多钱       女  黑热 搜  ,1
守护 夏都 国外 运动员 拍 视频 展示 中国 奥运村  房间   太赞   冬奥 村  生活    五星 体育 L 青春 山东  微博 视频,1
北京 冬奥会 闭幕式   短片    伤感   作文 本来    冬奥会 闭幕式   一般般     憋 大招  星光 五环 升起    拉回 年前  夜晚  年  姑妈 家  开幕式  年    家里 吃晚饭 时  申办 冬奥 成功  新闻   疫情 袭    今夜 年 恍若 一瞬   夹杂着 太  变数    志愿者    奥运 现场      墩儿 冬奥 好像 不太 合乎 从前 预期    圆满  结束  有幸 生  亲眼 见证 双奥 成功 见证 国家 一点点 富强  年代  希望 有生之年  真正  天下大同  盛世 景象 至少 希望 下次 意大利 再见 时    疫情 困扰 生于 华夏 何其 有幸 中国 niubiest 感谢 界宝  两周 美美 喂饭,1
北京 冬 奥组委 冬奥 闭环 未 发生 聚集 性 疫情 预计 新冠 阳性 病例 数将 持续 下降 O 北京 冬 奥组委 冬奥 闭环 未 发生 聚集 性 疫情 预计 新冠 阳性 病例 数将 持续 下降,0
北京 冬奥会 拼过  闪耀 集齐  冬奥 徽章  开出  元 红包  中国 冬奥 健儿 加油 瓜分  红包    玩吧 O 集 徽章 分 ,0
中国 短道 速滑队 北京 冬奥会 搬   板凳 坐等 精彩 比赛   冬奥 疯狂  call,1
北京 冬奥 开幕式 黑头发  哥哥 好帅,1
 觉醒  分 白昼 冬奥 闭幕  香港 疫情 严重 ,0
爱 运动 中国  安踏  王一博   冬奥 健儿 加油,1
陈巍  成才 环境  谷爱凌  一模一样  美国 出生 发现 天赋  美国  训练 体系 中 训练  这届 冬奥  拿到  冠军   成绩 陈巍 比谷    优势   中国 面孔 ABC 谷是 欧美 面孔 谷  陈   头号 种子 夺冠 热门 效力 美国 国家队     出头 归化 邀请  发给  陈巍      陈 肯定 拒绝  只能 说  选择   对错   谷爱凌  愿意 归化  运动员  中国  是力 捧 没说的   美国 骂 叛徒   中国  全球 大火   中国  网暴  美国  天之骄子    选择  钱  陈 肯定 没谷 爱凌 挣得  倒    相信 谷爱凌    魅力    赢得 美国   尊重 陈巍 年前  人物  专访   国内 媒体 肯定   报道  击败 羽生 结弦  少年 O 击败 羽生 结弦 ,0
广西 百色市 急需 口罩  防疫 物资 冬奥  加油  疫情   耽误  广西 加油 百色 加油,1
正月初 四给  拜年  今日  立春  迎接 美好  春天 来临 今日 北京 冬奥会 开幕  冬奥 健儿 加油  愿  前途 和煦 未来  期,1
肖战 期待 冬奥 赛场    抹 中国 红 中国队 加油,1
  检测点 累到 不行 慢半拍  回放  冬奥 闭幕式  破防 ,-1
国外 运动员 拍 视频 展示 中国 奥运村  房间   太赞   冬奥 村  生活    五星 体育 L 青春 山东  微博 视频,1
爱 运动 中国  安踏   加油 冬奥,1
国外 视角  冬奥 开幕式  特别 LDigiSole  微博 视频,1
金泰 亨 确诊 新冠 冬奥 期间 无意 占用 公共资源  新冠  全人类  面对   难题 请    防范 金泰 亨    新型 冠状病毒 疫苗  第二次 接种  居家 治疗 等待 防疫 当局  方针 严格遵守 相关  防疫  希望 泰亨能 早日康复    健康 平安 疫情 早日 结束,-1
家门口  冬奥 真的  热闹 特别  短道 速滑 热度  高    办法 不去 想 我心 飞扬 多想    发生 我心 飞扬   上映        后悔  诶   想     事 也许    冬奥 赛场  听到 有种      回来    春天      ,1
刘亦菲 发文 支持   冬奥 刘亦菲  厉害  美国  Disney 经典 真人 公主 全世界    中国  家喻户晓  神仙姐姐  东南亚  著名  小龙女  名气  全球 女演员 之光,1
笑  桥大辉   两金 一银  生日  礼物   记挂  冬奥,0
冬奥 结束     疫情 这时候   maybe    一名 冬奥 志愿者 可惜,-1
冬奥 主播  冰墩 墩 拿捏 住  现阶段  主要矛盾  人民 对冰墩 墩 日益增长  需求  平衡   供应 之间  矛盾 请 相关 部门  落实 一户 一墩,0
 中国 冬奥 健儿 加油 美食  锻炼  不可 辜负,0
 中国 国内 一墩 难求 时  浙江 金华  冰墩 墩   国外 电商 平台 上线 冰墩 墩 英文 名叫 bingdwendwen,0
冬奥 开幕式 真的 大气  美丽 辣菜  本子  垃圾 开幕,1
龚俊 科普 冬奥 冷 知识  龚俊,1
周深献声 致敬 冬奥     冬奥   选手  加油 呐喊       坚持  拼搏  感动 L 新华网  微博 视频,1
杨紫用 王俊凯 句式 祝福 大王 结婚 肯定  黑粉   浑水摸鱼    保有 理智 过年 期间 开心 过年 冬奥 期间   奥运健儿  加油 未来   支持   电影 电视 综艺   大王 新婚 快乐,1
  冬奥 开幕式 节气 倒计时   节气 还配  一首 诗 美国 转播 里    诗词  讲解 估计 这群 傻 老外  体会 不到 中国   浪漫  情怀,1
冬奥会 倒计时 冬奥  气象 短道 速滑 速度      运动员   滑  公里  小时  速度,0
燃动 冬奥 in 海淀 首体  冰   夸   花滑 男单 自由滑  海淀 双奥 场馆 首都体育馆  冠军 选手 陈巍  接受 采访 时  工作人员 场地 条件   棒 首体  场馆   冰   棒  这块 冰上 滑行 感觉 特别  跳得  舒服 来源 北京日报 美国 选手 陈巍 金牌 羽生 结弦 盛赞 北京 冰面,1
男子 冰球 中国 美国 冲突   冬奥 比赛  流行  一架 解决问题  ,0
苏翊鸣 比赛 裁判长 承认  冠军 分打 高   运动员 受  委屈    热 搜    降 热度    这是 北京 冬奥   地盘   受  委屈,-1
确实  强  北京 冬 奥组委 疫情 防控  运动 举办 方案  国际奥委会  WHO  同意 官方  事实证明  合适   气 成功  O 北京 冬 奥组委 疫情 防控 措施  ,-1
广西 百色 多地 开放 接收 社会 捐赠 渠道 想不通 阅读 量   亿   上前 热 搜   压  疫情 重要   冬奥   重要      广西 百色  疫情 ,-1
冬奥 主播  冰墩 墩 拿捏 住  太不容易   笑 点 承包    催冰墩 墩 存货      逃  冰墩 墩,0
天天  歌太 适合   冬奥 小天使,1
广西 百色市 急需 口罩  防疫 物资  关注 疫情     冬奥,-1
冬奥 迎 降雪 北京  保障 涉奥 道路 通行 顺畅 O 冬奥 迎 降雪 北京  保障 涉奥 道路 通行 顺畅,0
  冬奥 体验 官  有人 说   垮掉  一代  证明  各个领域   发光 发热   有人 说   躺   一代   好坏   个例 中国  新生代   扛起 大旗 勇往直前 本次 冬奥会 带动 滑雪运动 浪潮    冰雪 中 打滚  未来 已来 春假     运动 打卡  冰雪 运动   上头 L 美 菈 旅行 日记  微博,1
小鹿 发布 庆 新春 迎 冬奥 疫情 防控 提示 村 卫生室 人员 接诊 十 须知,0
北京 年 冬奥会   国家 越来越 强大  疫情   冬奥     精彩 疫情 过后 相信 更会 彰显   文化 自信 全世界   努力 学 中国 话  ,1
长城 播报 直通 冬奥 丨 火炬手 方琼  一步  充满 自豪 O 长城 播报 直通 冬奥 丨 火炬手 方琼  一步  充满 自豪,0
冰墩 墩 银妆素裹 身 晶莹 白毛 黑爪  眼睛 多谢 亲王 孪生子 冰包 国宝 扬 美名 虎年 冬奥 冰雪 火 冰墩 墩 加雪容融 疫情 更发 中国 力 哪管 天地 裹 寒冰,1
肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 xz 肖战 手绘 雪容融  认真  男人 最帅,1
冬奥 邓超 点    好奇   笑 不行 ,0
北京 冬奥会 开幕式 美国   参加 冬奥,-1
冬奥 官方 店冰墩 墩 卖光  人手 一只 冰墩 墩   梦,0
长春 冰雪 新天地  月 日 正式 投入 运营  长春 冰雪 新天地  雪念 百年 冰迎 冬奥  主题 总 占地面积 万平方米 总用 冰量 万立方米 用雪量 万立方米 创 历年 新高 长春 冰雪 新天地  运营 期间   举办 百万 学子  冰雪 主题 日 雪地 足球赛  活动 计划  余场 冰雪 演艺  融入 创新 娱乐 历史 冬奥  多种 主题  游客 打造 一场 流连忘返  冰雪 盛宴 吉视 公共 新闻频道  微博,0
疫情 欠  演唱会     观 冬奥  开幕式 闭幕式 有感而发  爱  那位 歌手      意义  地方  鸟巢 这片 土地 开     演唱会  歌迷  骄傲  感动 疫情 反复无常 希望 早日 散   想   演唱会 ,0
羽生 结弦 北京 冬奥会 冰雪    主场 冬奥 健儿 冲冲 ,1
冬奥  立春来 逛逛 沙滩,0
冬奥 正式 结束 咯  回归 夏奥 观赛 模式,0
美媒称  俄 入侵 乌克兰  制裁 中国,-1
冬奥 逢春 月 日 中国 农历 立春 春意 涌动 希望 萌生  日子  届 冬季 奥林匹克运动会   世界 首个 双奥之城 北京 开幕 纯洁 冰雪 铺就  舞台  冬奥 之光  照亮 全人类 追求 团结 和平 友谊  前行  路,1
星运 电台 冬奥 季官 宣肖战 xz 肖战 顺顺利利 支持 肖战 影视 综艺 xz 支持 肖战 代言 每日 一条 肖战 好帅 肖战 平安 喜乐 万事 胜意 开开心心 晚安 肖肖 晚安,1
冬奥 顶流 冰墩 墩 一墩 难求    买过 ,0
北 冬奥 奖牌榜 中国 第三   有变   枚 金牌 争夺  美国 块 瑞典 块 荷兰 块 瑞士 块  事  OK 胜利,0
冬季 出彩 大赏 北京 冬奥会 期间 国际 奥运会 主席 巴赫  一项 黑 科技  观众 隔空 送  特别 祝福 赠送 冬奥 火炬 展示 中国 春联 巴赫  阿里 云聚 CloudME 技术 闪现  观众 面前   云上 实时 交流  真人  眼前   云上  种种 互动 科技 感拉满  北京 冬奥 L 微博 体育  微博 视频,0
冬奥会 直播 太精彩  全家人   全程 哈哈哈 哈哈 中国 真的 好棒 太棒了 太 爱祖国  爸比 说   大国 风范 假笑 boys 太 可爱   妈咪 全程 笑  不行 我哥  搜 冬奥 同款  感觉 何其 有幸 生于 华夏   热 搜 话题 记录  舍不得 删,1
   冬奥 开幕式 挑 羽绒服  背景音乐 好多 新 西游记 原题 熟悉  不行 P,0
冬奥 汽车 机器人 火炬手  首次 揭秘  真的  满满的 黑 科技  太棒了,1
肖战 手绘 雪容 融为 冬奥 健儿 加油 xz 肖战 手绘 雪容融  肖战   冬奥 助力 传递 爱 传递 温暖  爱 说  逐梦 冰雪  奥运健儿 加油,1
  冬奥   骄傲 真的  喜欢 中国 nb  美国 入场 第一排  镜头  三个 女生  左边  好好看 好看 哭 ,1
肖战 期待 冬奥 赛场    抹 中国 红  热爱 加冕  冬奥 助威 期待 冬奥 赛场    抹 中国 红 奥运健儿 加油 L 饭圈 少女 喵  微博 视频,1
北京 海淀 冬奥 城市 志愿者 陈宏  志愿 蓝 再添 一抹 亮丽 宏 O 北京 海淀 冬奥 城市 志愿者 陈宏  志愿 蓝 再添 一抹 亮丽 宏,0
美国  入场 好像   锅  饺子 瞎 扑腾 今日 立春 冬奥 开幕,-1
冬奥 中国 结 太好了 ,1
  羽生 结弦  奥林匹克 精神  感动  竞技场 挑战 人类  极限     金牌  诱惑 更大     梦想  羽生 结弦 陈莹  借用 命运  勇士 低语   抵御 风暴 勇士 低声 回应   风暴 这句 话  夸赞 羽生 结弦 不屈不挠  精神 这句     参赛  运动员   运动员    心中  坚守  城    当今 时代 青年 志愿者  忘 心 继续前进 云 支教 迎冬,0
 经历    无脑 黑  无脑 喷  冬奥     感受   多会 无脑 喷 ,-1
北京 冬奥 立春 开幕 一把子 期待 住 ,1
回忆起 当年  北京   申奥 成功      大四   北京  比赛   多年    真的 记得   冬奥 如约       疫情  没事 家门口  冬奥会   电视机 前  运动 健儿  呐喊 今晚  开幕式 真的  浪漫,1
冰雪  烟花 齐舞 冬奥  立春 同喜 胡言 不乱语,1
 冬奥  解说 实属 拉 胯  想 听    规则 技术难度  科普   赛场   变化  实时 讲解   听  念 早早 写   抒情 稿   稿子    写       语,-1
今晚  北京 冬奥会 闭幕式   默默无闻  志愿者  冬奥  工作人员 终于  结束 工作 回家   疫情  原因    闭环   工作 现场   家 邻居 大姐 大姐  电力系统  保障 场馆 用电    一个月   回家 期待 晚上  演出    闭幕式 旗手  苏翊鸣 谷爱凌 隋 文静 组合,0
爱 运动 中国  安踏  冬奥 加油,1
广西 百色市 急需 口罩  防疫 物资 穷   穷   中国   百色 疫情  多天 热 搜榜前 十      标题   热 搜 垫底 冬奥 夺冠  开心     请  疫情 地区  关爱     阴阳怪气 百色  吃 太饱  太 安逸 ,-1
出场 顺序  中文 笔画数   英文 首字母 顺序 美国  儿待   冬奥,0
周深 冬奥 赛场 播放  周深  星鱼  有点像,0
冰墩 墩 热销 折射 全民 冬奥 热情 求求  补货 行不行,0
今日 立春 冬奥 开幕 希望 如期而至    春天  疫情 过后  平安 喜乐,1
肖战 晒 汤圆 祝  元宵节 快乐 肖战 手绘 雪容 融为 冬奥 健儿 加油   幸福  開心  肖戰   飛俠們 元宵 節快 樂,1
北京 冬奥会 闭幕式 冬奥会 闭幕式 冬奥 闭幕 有种 过年 结束  感觉 疫情    盛会 总会    珍惜 ONEWORLDONEFAMILY 世界大同 天下一家 墩子 别着急 下班   营业 ,1
肖战 期待 冬奥 赛场    抹 中国 红 期待,1
  参与 安踏 冬奥 品牌 时刻    即可 解锁 安踏 冬奥 周边     品牌 时刻 冬奥会,1
 北京 各界 谈 期待  简约 安全 精彩  全球 疫情   北京 冬奥 盛会  到来 北京 冬奥会  成功 举办  提振 全球 战胜 疫情  信心    全球  恢复正常 往来  开放   大型 盛会 积累 成功  经验,1
  冬奥  雨 夜里 突如其来  疫情  结束   想象 一种  盼头  生活,-1
刘雨昕 冬奥 如约   U I 好好 听  真挚 搭配 运动员 片段   太燃   感动 希望 冬奥 健儿      成绩 加油,1
小桔灯 志愿 服务队 助力 学院 社区 疫情 防控 疫情 防控 人人有责 助力 冬奥    ,1
好想哭  友谊 天长地久 真的   北京 冬奥 说 再见   申奥 成功    期待   现场 可惜  疫情 只能  家里  记得  申奥 成功  爸爸 说 想  现场  爸爸  说          想到    现场 真的  舍得 希望    米兰 ,1
肖战 晒 汤圆 祝  元宵节 快乐 今儿 圆满  北京 小爷   皮  可爱 祝  团团圆圆 心想事成,1
龚俊 冬奥 播报 龚俊,0
参加 北京 冬奥 闭幕式 运动员 数 破纪录   说  疫情 原因  完赛  运动员  小时  离境   有人  留下,-1
冬奥会 开幕式 运动员 进场 BGM 背景 乐 list 整理 北京 冬奥会 入场式 曲目  时间 正序 网易  大佬 整理 曲单 歌单  古典 乐 爱好者 狂喜 乱舞 世界 各大 classicalmusic 大佬 在线 护法 冬奥 北京 年 冬奥会,0
冰雪 辽宁 喜迎 冬奥 中国 运动员  装备 再也 不用 依赖 国外 先进 技术  中国 智造  冬奥 健儿 加油 北京 冬奥会 L 营口 身边 事  微博 视频 L 网信 营口  微博 视频,1
方式  形式 感官  感受  修行 整体 平面 动线  设计  结构 中     原本  结构 体块 布局 咬合 流畅 虚实 之间 相互 叠进 空间 关系 延伸 递进 起居室 餐饮 区以  白灰 主调 深棕体 块 穿插 黑色 线条 点到为止  深浅  轮廓 勾勒  简洁 明快 彼此之间  互通有无 金属元素  植入  灯光 表现  整体 空间 摒弃  严肃 细节 处  灰  橙 由静 至动 起伏 转化 层次   生活  广州 都市  作者 外  环境  内部 表现  分离 进展 极致  思考 方式  库 哈斯  拥挤 文化  密度 狂欢  鲜明 主卧室  洗手间  原本  独立 关系 改成  连通  设计 空间 关系  相互 紧密   布局    卧室 入口   设计  消隐  深色 护墙板 中 木地板  舒适  赤脚 行走 享受  基础  立面 简单 块面    黑 白色    空间   一份 宁静 装修 灵感 库 新星 助力 冬奥 冰雪 健儿 小户型 装修 出租屋 改,1
光夜  烂 游戏  真的  搞 冬奥   热点 不蹭  搞 卡面 服 ,-1
美国 海外 生活 冬奥 村  中餐   地道  中国   炫 最香  中餐 拿手菜  安排  L 美国 每日 事儿  微博 视频,0
不想 关注 冬奥    心情 不好 每次  类似 事件    浓浓的 外宣 不行  疲惫感 反反复复 事件 重现       做 不到  使劲,-1
班主任 今晚   冬奥 直播 时 做 疫情 数据 搬  电脑  做  错过 精彩 北京 冬奥会 开幕式,0
拼过  闪耀  支持 冬奥 健儿 闪耀 出征,1
     过年   冬奥 开幕  垃圾 春晚 好看     ,1
北京 冬奥  比赛 结束    奥运健儿 骄傲,1
今日 立春 冬奥 开幕 美国 代表团     大集 ,0
万物 复苏  立春 六九 第一天 北京 冬奥 开幕 三 喜临门 春打 六 九头 吃 穿 不用 愁  年初 四    未来 祝福 国泰民安 疫情 早散,1
热 搜榜里  冬奥 新闻  娱乐 新闻  八卦新闻 唯独  葫芦岛 疫情 新闻  有意 降低 关注  全名 娱乐 至上  请别  葫芦岛  孤岛 人命 大于 天 葫芦岛 疫情,-1
